4,2,1
4,3,2
4,4,3
4,5,4
4,6,5
4,7,6
4,8,6
4,9,7
4,10,8
4,11,9
4,12,10
4,13,10
4,14,11
4,15,12
4,16,13
4,17,14
4,18,14
4,19,15
4,20,16
4,21,17
4,22,18
4,23,18
4,24,19
4,25,20
4,26,21
4,27,22
4,28,22
4,29,23
4,30,24
4,31,25
4,32,26
4,33,26
4,34,27
4,35,28
4,36,29
4,37,30
4,38,30
4,39,31
4,40,32
4,41,33
4,42,34
4,43,34
4,44,35
4,45,36
4,46,37
4,47,38
4,48,38
4,49,39
4,50,40
4,51,41
4,52,42
4,53,42
4,54,43
4,55,44
4,56,45
4,57,46
4,58,46
4,59,47
4,60,48
4,61,49
4,62,50
4,63,50
4,64,51
4,65,52
4,66,53
4,67,54
4,68,54
4,69,55
4,70,56
4,71,57
4,72,58
4,73,58
4,74,59
4,75,60
4,76,61
4,77,62
4,78,62
4,79,63
4,80,64
4,81,65
4,82,66
4,83,66
4,84,67
4,85,68
4,86,69
4,87,70
4,88,70
4,89,71
4,90,72
4,91,73
4,92,74
4,93,74
4,94,75
4,95,76
4,96,77
4,97,78
4,98,78
4,99,79
4,100,80
4,101,81
4,102,82
4,103,82
4,104,83
4,105,84
4,106,85
4,107,86
4,108,86
4,109,87
4,110,88
4,111,89
4,112,90
4,113,90
4,114,91
4,115,92
4,116,93
4,117,94
4,118,94
4,119,95
4,120,96
4,121,97
4,122,98
4,123,98
4,124,99
4,125,100
4,126,101
4,127,102
4,128,102
4,129,103
4,130,104
4,131,105
4,132,106
4,133,106
4,134,107
4,135,108
4,136,109
4,137,110
4,138,110
4,139,111
4,140,112
4,141,113
4,142,114
4,143,114
4,144,115
4,145,116
4,146,117
4,147,118
4,148,118
4,149,119
4,150,120
4,151,121
4,152,122
4,153,122
4,154,123
4,155,124
4,156,125
4,157,126
4,158,126
4,159,127
4,160,128
4,161,129
4,162,130
4,163,130
4,164,131
4,165,132
4,166,133
4,167,134
4,168,134
4,169,135
4,170,136
4,171,137
4,172,138
4,173,138
4,174,139
4,175,140
4,176,141
4,177,142
4,178,142
4,179,143
4,180,144
4,181,145
4,182,146
4,183,146
4,184,147
4,185,148
4,186,149
4,187,150
4,188,150
4,189,151
4,190,152
4,191,153
4,192,154
4,193,154
4,194,155
4,195,156
4,196,157
4,197,158
4,198,158
4,199,159
4,200,160
4,201,161
4,202,162
4,203,162
4,204,163
4,205,164
4,206,165
4,207,166
4,208,166
4,209,167
4,210,168
4,211,169
4,212,170
4,213,170
4,214,171
4,215,172
4,216,173
4,217,174
4,218,174
4,219,175
4,220,176
4,221,177
4,222,178
4,223,178
4,224,179
4,225,180
4,226,181
4,227,182
4,228,182
4,229,183
4,230,184
4,231,185
4,232,186
4,233,186
4,234,187
4,235,188
4,236,189
4,237,190
4,238,190
4,239,191
4,240,192
4,241,193
4,242,194
4,243,194
4,244,195
4,245,196
4,246,197
4,247,198
4,248,198
4,249,199
4,250,200
4,251,201
4,252,202
4,253,202
4,254,203
4,255,204
4,256,205
4,257,206
4,258,206
4,259,207
4,260,208
4,261,209
4,262,210
4,263,210
4,264,211
4,265,212
4,266,213
4,267,214
4,268,214
4,269,215
4,270,216
4,271,217
4,272,218
4,273,218
4,274,219
4,275,220
4,276,221
4,277,222
4,278,222
4,279,223
4,280,224
4,281,225
4,282,226
4,283,226
4,284,227
4,285,228
4,286,229
4,287,230
4,288,230
4,289,231
4,290,232
4,291,233
4,292,234
4,293,234
4,294,235
4,295,236
4,296,237
4,297,238
4,298,238
4,299,239
4,300,240
4,301,241
4,302,242
4,303,242
4,304,243
4,305,244
4,306,245
4,307,246
4,308,246
4,309,247
4,310,248
4,311,249
4,312,250
4,313,250
4,314,251
4,315,252
4,316,253
4,317,254
4,318,254
4,319,255
4,320,256
4,321,257
4,322,258
4,323,258
4,324,259
4,325,260
4,326,261
4,327,262
4,328,262
4,329,263
4,330,264
4,331,265
4,332,266
4,333,266
4,334,267
4,335,268
4,336,269
4,337,270
4,338,270
4,339,271
4,340,272
4,341,273
4,342,274
4,343,274
4,344,275
4,345,276
4,346,277
4,347,278
4,348,278
4,349,279
4,350,280
4,351,281
4,352,282
4,353,282
4,354,283
4,355,284
4,356,285
4,357,286
4,358,286
4,359,287
4,360,288
4,361,289
4,362,290
4,363,290
4,364,291
4,365,292
4,366,293
4,367,294
4,368,294
4,369,295
4,370,296
4,371,297
4,372,298
4,373,298
4,374,299
4,375,300
4,376,301
4,377,302
4,378,302
4,379,303
4,380,304
4,381,305
4,382,306
4,383,306
4,384,307
4,385,308
4,386,309
4,387,310
4,388,310
4,389,311
4,390,312
4,391,313
4,392,314
4,393,314
4,394,315
4,395,316
4,396,317
4,397,318
4,398,318
4,399,319
4,400,320
4,401,321
4,402,322
4,403,322
4,404,323
4,405,324
4,406,325
4,407,326
4,408,326
4,409,327
4,410,328
4,411,329
4,412,330
4,413,330
4,414,331
4,415,332
4,416,333
4,417,334
4,418,334
4,419,335
4,420,336
4,421,337
4,422,338
4,423,338
4,424,339
4,425,340
4,426,341
4,427,342
4,428,342
