4,1,0.1
4,1,2
4,1,4
4,1,6
4,1,8
4,1,10
4,2,0.1
4,2,2
4,2,4
4,2,6
4,2,8
4,2,10
4,3,0.1
4,3,2
4,3,4
4,3,6
4,3,8
4,3,10
4,4,0.1
4,4,2
4,4,4
4,4,6
4,4,8
4,4,10
4,5,0.1
4,5,2
4,5,4
4,5,6
4,5,8
4,5,10
4,6,0.1
4,6,2
4,6,4
4,6,6
4,6,8
4,6,10
4,7,0.1
4,7,2
4,7,4
4,7,6
4,7,8
4,7,10
4,8,0.1
4,8,2
4,8,4
4,8,6
4,8,8
4,8,10
4,9,0.1
4,9,2
4,9,4
4,9,6
4,9,8
4,9,10
4,10,0.1
4,10,2
4,10,4
4,10,6
4,10,8
4,10,10
4,11,0.1
4,11,2
4,11,4
4,11,6
4,11,8
4,11,10
4,12,0.1
4,12,2
4,12,4
4,12,6
4,12,8
4,12,10
4,13,0.1
4,13,2
4,13,4
4,13,6
4,13,8
4,13,10
4,14,0.1
4,14,2
4,14,4
4,14,6
4,14,8
4,14,10
4,15,0.1
4,15,2
4,15,4
4,15,6
4,15,8
4,15,10
4,16,0.1
4,16,2
4,16,4
4,16,6
4,16,8
4,16,10
4,17,0.1
4,17,2
4,17,4
4,17,6
4,17,8
4,17,10
4,18,0.1
4,18,2
4,18,4
4,18,6
4,18,8
4,18,10
4,19,0.1
4,19,2
4,19,4
4,19,6
4,19,8
4,19,10
4,20,0.1
4,20,2
4,20,4
4,20,6
4,20,8
4,20,10
4,21,0.1
4,21,2
4,21,4
4,21,6
4,21,8
4,21,10
4,22,0.1
4,22,2
4,22,4
4,22,6
4,22,8
4,22,10
4,23,0.1
4,23,2
4,23,4
4,23,6
4,23,8
4,23,10
4,24,0.1
4,24,2
4,24,4
4,24,6
4,24,8
4,24,10
4,25,0.1
4,25,2
4,25,4
4,25,6
4,25,8
4,25,10
4,26,0.1
4,26,2
4,26,4
4,26,6
4,26,8
4,26,10
4,27,0.1
4,27,2
4,27,4
4,27,6
4,27,8
4,27,10
4,28,0.1
4,28,2
4,28,4
4,28,6
4,28,8
4,28,10
4,29,0.1
4,29,2
4,29,4
4,29,6
4,29,8
4,29,10
4,30,0.1
4,30,2
4,30,4
4,30,6
4,30,8
4,30,10
4,31,0.1
4,31,2
4,31,4
4,31,6
4,31,8
4,31,10
4,32,0.1
4,32,2
4,32,4
4,32,6
4,32,8
4,32,10
4,33,0.1
4,33,2
4,33,4
4,33,6
4,33,8
4,33,10
4,34,0.1
4,34,2
4,34,4
4,34,6
4,34,8
4,34,10
4,35,0.1
4,35,2
4,35,4
4,35,6
4,35,8
4,35,10
4,36,0.1
4,36,2
4,36,4
4,36,6
4,36,8
4,36,10
4,37,0.1
4,37,2
4,37,4
4,37,6
4,37,8
4,37,10
4,38,0.1
4,38,2
4,38,4
4,38,6
4,38,8
4,38,10
4,39,0.1
4,39,2
4,39,4
4,39,6
4,39,8
4,39,10
4,40,0.1
4,40,2
4,40,4
4,40,6
4,40,8
4,40,10
4,41,0.1
4,41,2
4,41,4
4,41,6
4,41,8
4,41,10
4,42,0.1
4,42,2
4,42,4
4,42,6
4,42,8
4,42,10
4,43,0.1
4,43,2
4,43,4
4,43,6
4,43,8
4,43,10
4,44,0.1
4,44,2
4,44,4
4,44,6
4,44,8
4,44,10
4,45,0.1
4,45,2
4,45,4
4,45,6
4,45,8
4,45,10
4,46,0.1
4,46,2
4,46,4
4,46,6
4,46,8
4,46,10
4,47,0.1
4,47,2
4,47,4
4,47,6
4,47,8
4,47,10
4,48,0.1
4,48,2
4,48,4
4,48,6
4,48,8
4,48,10
4,49,0.1
4,49,2
4,49,4
4,49,6
4,49,8
4,49,10
4,50,0.1
4,50,2
4,50,4
4,50,6
4,50,8
4,50,10
4,51,0.1
4,51,2
4,51,4
4,51,6
4,51,8
4,51,10
4,52,0.1
4,52,2
4,52,4
4,52,6
4,52,8
4,52,10
4,53,0.1
4,53,2
4,53,4
4,53,6
4,53,8
4,53,10
4,54,0.1
4,54,2
4,54,4
4,54,6
4,54,8
4,54,10
4,55,0.1
4,55,2
4,55,4
4,55,6
4,55,8
4,55,10
4,56,0.1
4,56,2
4,56,4
4,56,6
4,56,8
4,56,10
4,57,0.1
4,57,2
4,57,4
4,57,6
4,57,8
4,57,10
4,58,0.1
4,58,2
4,58,4
4,58,6
4,58,8
4,58,10
4,59,0.1
4,59,2
4,59,4
4,59,6
4,59,8
4,59,10
4,60,0.1
4,60,2
4,60,4
4,60,6
4,60,8
4,60,10
4,61,0.1
4,61,2
4,61,4
4,61,6
4,61,8
4,61,10
4,62,0.1
4,62,2
4,62,4
4,62,6
4,62,8
4,62,10
4,63,0.1
4,63,2
4,63,4
4,63,6
4,63,8
4,63,10
4,64,0.1
4,64,2
4,64,4
4,64,6
4,64,8
4,64,10
8,1,0.1
8,1,2
8,1,4
8,1,6
8,1,8
8,1,10
8,2,0.1
8,2,2
8,2,4
8,2,6
8,2,8
8,2,10
8,3,0.1
8,3,2
8,3,4
8,3,6
8,3,8
8,3,10
8,4,0.1
8,4,2
8,4,4
8,4,6
8,4,8
8,4,10
8,5,0.1
8,5,2
